v_code	v_name	v_addr	lat0	lng0
mem	memorial drive	war memorial drive  north adelaide sa	-34.915090	138.599470
x-med	memorial drive tennis club	war memorial drive  north adelaide sa	-34.915090	138.599470
mfc	meningie football club	west terrace  meningie sa	-35.690956	139.332733
xmm	merchandise	merchandise street  sydney nsw	-33.419560	149.585123
pmg	mercure gold coast resort	1 palm meadows drive carrara  qld	-28.027650	153.377550
mgh	mercure grand hotel	195 swanston street  melbourne vic	-37.812960	144.965370
mhb	mercure hotel	85-87 north quay  brisbane qld	-27.469900	153.020860
mnc	mercury nightclub	383 adelaide street  brisbane qld	-27.464970	153.029830
mmf	meredith supernatural amphitheatre	mt. mercer road  meredith vic	-37.841280	144.005000
mlp	merlin annual pass	  sydney nsw	-33.873650	151.206890
mpa	merlin annual pass	5 wheat road  sydney nsw	-33.872088	151.202426
mer	merrylands rsl	14 military rd  merrylands nsw	-33.838110	150.990730
mtp	metcalfe playhouse	12 lake street  northbridge wa	-31.948530	115.856860
sbt	metro arts	109 edward street  brisbane qld	-27.470160	153.028710
mrt	metro arts	the studio 109 edward street brisbane qld	-27.470160	153.028710
mcp	metro city	146 roe street  northbridge wa	-31.947590	115.853570
x-mcp	metro city	146 roe street  northbridge wa	-31.947590	115.853570
met	metro theatre	624 george street  sydney nsw	-33.875610	151.206560
mte	metro theatre	624 george street  sydney nsw	-33.875690	151.206640
x-met	metropolis fremantle	58 south terrace  fremantle wa	-32.056160	115.748460
fre	metropolis fremantle	58 south terrace  fremantle wa	-32.056160	115.748460
wcm	metropolitan golf club	golf rd  south oakleigh vic	-37.915540	145.088590
mib	miami tavern shark bar	2043-2047  gold coast hwy miami queensland	-28.073050	153.444370
mvb	michelini vineyard	630 buckland road buckland  near bright vic	-36.707480	146.902900
mig	miele gallery	83-85 sir donald bradman drive hilton adelaide sa	-34.932210	138.561870
mbr	milanos brighton beach	4 the esplanade brighton vic	-37.926390	144.987800
olp	mildura - field days site-benetook avenue	[hugh king drive]  mildura  vic	-34.179410	142.163680
mil	mildura lawn tennis club	hugh king drive  mildura vic	-34.179410	142.163680
usc	milton ulladulla ex-serviceman's club	212-222 princes hwy  ulladulla nsw	-35.368293	150.470298
dwn	mindil beach	  darwin nt	-12.462820	130.841770
min	mingara recreation club	mingara drive   tumbi umbi  nsw	-33.363140	151.442870
ssp	miranda - seymour shaw park	cnr the boulevarde & wandella rd  miranda nsw	-33.879920	151.092830
miranda04	miranda park 	the bouelvard  miranda nsw	-34.029710	151.103910
mlb	miss libertine	34 franklin street  melbourne vic	-37.807730	144.961710
mcr	mitchell creek	lot 3 mitchell creek road upper kandanga mary valley noosa hinterland qld	-26.420742	152.622939
avr	mitta mitta river	   vic	-37.471310	144.785150
mit	mittagong rsl	cnr hume hwy & bessemer st  mittagong nsw	-34.829830	148.961460
bhw	mobile business they come to you	  melbourne vic	-37.813610	144.963060
whb	mobile business they come to you	  sydney nsw	-33.873650	151.206890
hwb	mobile business they come to you	  perth - cbd metro & surrounds wa	NULL	NULL
bli	mobile business they come to you	  gold coast qld	-28.017260	153.425700
bhe	mobile business they come to you	  brisbane qld	-27.470930	153.023500
ntc	moda events portside	level 2.39 hercules street hamilton qld	-27.438900	153.068700
mgc	mollymook golf club	golf ave  ulladulla nsw	-35.348160	150.472630
mrg	molong recreation ground	  molong nsw	-33.092290	148.871230
mvh	mona vale hotel	cnr corner barrenjoey & park rds  mona vale nsw	-33.677990	151.303340
mvm	mona vale memorial hall	1 park street  mona vale nsw	-33.676150	151.304830
mzp	monarto zoological park	princes hwy  monarto sa	-35.140950	139.141720
mcy	monash university - clayton campus	wellington road  clayton vic	-37.915880	145.137990
mhl	moorabbin city hall	985 nepean highway  moorabbin vic	-37.933780	145.035980
mtc	moorabbin indoor tennis centre	cochranes rd  moorabbin vic	-37.943490	145.069370
mpg	moore park golf course	anzac parade moore park   nsw	-33.895210	151.221640
mps	moore park stables	19 renwick street  alexandria nsw	-33.899320	151.193430
mor	moore park entertainment quarter - sydney	driver avenue moore park sydney nsw	-33.891470	151.223480
mbx	moranbah boxing club	tallon st  moranbah qld	-22.000196	148.053449
mpw	morgan park	old stanthorpe road  warwick qld	-28.257380	152.049250
tri 	moriah college queens park	queens park road bondi junction sydney nsw	-33.899360	151.247110
mpc	mornington peninsula community theatre	   mornington vic	-38.219980	145.038950
crc	mornington racecourse	racecourse road  mornington vic	-38.233188	145.073166
rmn	mornington racecourse	racecourse road  mornington vic	-38.237360	145.066630
mra	morphettville racecourse	79 morphett rd  morphettville sa	-34.977549	138.542658
mvr	morphettville racecourse	79 morphett road morphettville  sa	-34.977581	138.542687
cus	morris hall churchie	oaklands parade  east brisbane qld	-27.482210	153.050930
mvs	morwell - adjacent to mid valley shopping centre	cnr princes drive and centre valley road  morwell vic	-38.234910	146.431660
mwl	morwell reserve	  morwell vic	-38.240710	146.390010
mpb	mosman park bowling club	bay view terrace  mosman park wa	-32.007260	115.768862
msl	mosman rsl club	719 military road mosman sydney nsw	-33.828450	151.243940
mab	mount annan botanic garden	mount annan drive  mount annan nsw	-34.062620	150.767170
mbw	mount barker bowling club	mann street  mount barker sa	-35.068130	138.859920
mbg	mount barker golf club	bald hills road  mt barker sa	-35.064967	138.891376
mby	mount barker library	5 dumas street  mount barker sa	-35.069100	138.854620
moc	mount carrington	howden street  carrington nsw	-32.913820	151.765150
isa	mount isa civic centre	23 west st  mount isa qld	-20.722180	139.498970
mvi	mount majura vineyard	majura road  majura act	-35.243820	149.192820
pan	mount panorama bathurst	mount panorama  bathurst nsw	-33.439280	149.558270
mtw	mount white	glenworth valley rd  neverfail nsw	-31.253220	146.921100
mpm	mounties (mt pritchard & district community club limited)	101 meadows road  mt pritchard nsw	-33.897290	150.900260
mou	mounts bay sailing club	australia ii dr  crawley wa	-31.986002	115.824383
bmo	movies by burswood	burswood parklands burswood entertainment complex great eastern highway burswood wa	-31.963170	115.897130
mmc	mrs macquarie point sydney	royal botanic gardens macquarie st sydney nsw	-33.873650	151.206890
csq	msfw: hub	city square 44-86 swanston street melbourne vic	-42.350530	147.736040
eho	mt erica hotel	420 high street  prahran vic	-37.853348	145.002655
mgr	mt gambier rsl	16 sturt street  mt gambier sa	-37.831307	140.781107
lbc	mt lawley bowling club	cnr storthes & rookwood st  mt lawley wa	-31.931853	115.871012
mop	mt penang parklands kariong	parklands road  kariong  nsw	-33.425020	151.342220
mdg	mudgee - mudgee showground	cnr douro st & madeira rd  mudgee  nsw	-32.601430	149.583590
mud	mudgee parklands resort	121 ulan rd  mudgee  nsw	-32.575460	149.594453
msc	mudgee soldiers club	99 mortimer st  mudgee nsw	-32.593070	149.586350
bmc	mulgowie hall and cricket grounds	laidley mulgowie road  mulgowie qld	-27.672220	152.374920
mul	mulgrave country club	cnr wellington & jells road  wheelers hill vic	-37.921272	145.185705
nmr	mulubinba room	290 king street  newcastle nsw	-32.927800	151.772328
mbd	murray bridge & district community club	sturt reserve  murray bridge sa	-35.119702	139.274726
mbt	murray bridge town hall	27 sixth street  murray bridge sa	-35.117241	139.275656
muc	murrumbidgee turf club	beckwith street  wagga wagga nsw	-35.105120	147.361140
oph	museum of australian democracy at old parliament house	king george terrrace  parkes act	-35.302090	149.130930
mad	museum of australian democracy at old parliament house	18 king george terrace  parkes act	-35.302350	149.129620
fhm	museum of contemporary art	foundation hall  sydney nsw	-33.873650	151.206890
mua	museum of contemporary art	140 george st  the rocks nsw	-33.859964	151.209015
mut	mutdapilly	57-59 coleyville road   mutdapilly qld	-27.773660	152.643350
mmh	myer mural hall	myer melbourne level 6 314-336 bourke st melbourne vic	-37.813480	144.963910
mys	mystique	210 brunswick street  fortitude valley qld	-27.456100	153.032446
tkt	n/a	   n/a	-25.274400	133.775140
ncc	nambour civic centre	upper level centenary square currie street nambour  qld	-26.627431	152.959297
nmb	nambour rsl	matthew st  nambour qld	-26.624180	152.961820
nam	nambucca cinema	pacific hwy  nambucca heads nsw	-30.654420	152.988910
nhr	nambucca heads rsl	nelson st  nambucca heads nsw	-30.644600	152.997560
nff	nancy fairfax foyer	215 anzac parade kensington sydney nsw	-33.916070	151.225630
nex	narrandera ex-services club	41 bolton st  narrandera nsw	-34.745210	146.551800
nsd	nashdale hall	cargo road nashdale orange nsw	-33.285110	149.059420
non	nata oval	bluewater drive  narooma nsw	-36.216460	150.132710
aac	national anzac centre - albany	princess royal fortress military precinct forts road albany wa	-35.030932	117.911238
naa	national archives of australia	queen victoria terrace  parkes act	-35.303120	149.128590
nat	national convention centre	31 consititution avenue national convention centre canberra act	-35.284640	149.134350
wep	national equestrian centre werribee park	170 k road  werribee south vic	-37.922670	144.677553
nfs	national film and sound archive	mccoy circuit  acton act	-35.283445	149.121677
nga	national gallery of australia	parkes place  canberra act	-35.300880	149.135930
ngx	national gallery of australia	parkes place parkes canberra act	-35.300910	149.134080
ngv	national gallery of victoria	180 st kilda road  southbank vic	-37.822610	144.969340
nla	national library of australia	parkes place  parkes act	-35.300910	149.134080
chanlt	national library theatre	parkes place  parkes act	-35.300910	149.134080
nma	national museum of australia	lawson crescent acton peninsula canberra act	-35.282000	149.128680
chanpg	national portrait gallery	commonwealth place  parkes act	-35.294510	149.126780
npg	national portrait gallery	king edward terrace  parkes act	-35.282000	149.128680
npc	national press club	16 national circuit  barton  act	-35.310808	149.133359
nsm	national sports museum	gate 3 olympic stand melbourne cricket ground brunton avenue  vic	-37.820192	144.983127
ant	national theatre	corner barkly & carlisle streets  st kilda vic	-37.866770	144.980830
x-nat	national theatre	barkly st  st kilda vic	-37.865640	144.981500
wco	national wine centre of australia	hackney road  adelaide sa	-34.918901	138.613824
nza	national zoo & aquarium	999 lady denman drive    weston creek act	-35.297124	149.070727
bea	near beaufort	   vic	-37.471310	144.785150
apf	neill and trisha fords “alsace” polo fields	veresdale scrub rd  veresdale scrub qld	-27.920572	153.012749
nbh	nerang bicentennial hall	southport road  nerang qld	-27.976810	153.387150
ner	nerang pcyc	cayuga street  nerang qld	-28.004017	153.338807
nhh	nesca house	university house auckland st newcastle nsw	-32.927869	151.771264
nbc	netball central	2 olympic boulevard (cnr sarah durack ave)  sydney nsw	-33.853021	151.070199
nev	nevermind	163 oxford st  sydney nsw	-33.881620	151.218840
grn	new guernica	2/318-322 little collins street  melbourne vic	-37.814950	144.964140
nth	new theatre	542 king street  newtown nsw	-33.903170	151.179730
nrp	newcastle - richardson park	cnr griffiths rd and chatham st  newcastle nsw	-32.918090	151.738490
nch	newcastle city hall	290 king street  newcastle  nsw	-32.928020	151.772900
ncm	newcastle conservatorium of music	corner laman and auckland streets  newcastle nsw	-32.929330	151.771100
cnc	newcastle crowne plaza	cnr merewether street and wharf road  newcastle nsw	-32.925320	151.773280
nec	newcastle entertainment centre	brown road  broadmeadow nsw	-32.923430	151.732780
naustidol	newcastle entertainment centre	brown st  newcastle nsw	-32.927460	151.777530
ngs	newcastle grammar school	cnr church & newcomen sts   newcastle nsw	-32.929750	151.780070
njc	newcastle jockey club	darling st  broadmeadow nsw	-32.932860	151.738000
nlc	newcastle leagues club	17 national park st  newcastle west nsw	-32.926930	151.761260
nem	newcastle mall	suite 40 market square newcastle mall newcastle nsw	-32.926700	151.778890
lnm	newcastle museum	workshop way  honeysuckle  nsw	-32.925210	151.770890
nly	newcastle region library	laman street  newcastle nsw	-32.929264	151.772506
nnr	newcastle room	290 king street  newcastle nsw	-32.927800	151.772328
nsg	newcastle showground	entry via brown road or curly road ticket box newcastle nsw	-32.926700	151.778890
sgn	newcastle sports ground	cnr parry & union streets  newcastle nsw	-32.931460	151.763780
eas	newcastle stadium	turton road new lambton newcastle nsw	-32.919260	151.730310
ngh	newcastle university great hall	university drive  callahan nsw	-31.253220	146.921100
nwa	newington armory	jamieson st  sydney olympic park nsw	-33.826230	151.062410
nmc	newman chapel	uni of melbourne 887 swanston st parkville vic	-37.799820	144.963210
nwh	newnham hotel	516 newnham road  upper mt gravatt qld	-27.560490	153.089780
spk	newtown - sydney park	cnr princes highway & sydney park rd  newtown - sydney park nsw	-37.825660	144.822640
new	newtown theatre	cnr bray & king st  newtown nsw	-33.905510	151.181120
nxw	nex wests newcastle	king st & union st  newcastle west  nsw	-32.928487	151.766899
tmn	next stop tours	tamborine mountain transfers from gold coast and coomera rail station  qld	-20.917570	142.702800
nvb	ngeringa vineyard	119 williams road  mt barker sa	-35.066990	138.905150
ngi	ngilgi cave	76 caves road  yallingup western australia	-33.642277	115.034363
nib	nib stadium	310 pier street   perth wa	-31.945800	115.869830
rgn	nida	   nsw	-33.915970	151.225570
pde	nida parade theatre	nida theatres nida (national institute of dramatic art) 215 anzac parade kensington nsw	-33.910010	151.222980
pst	nida studio theatre	nida theatres nida (national institute of dramatic art) 215 anzac parade kensington nsw	-33.910010	151.222980
pcy	nida theatres atrium	215 anzac parade kensington nsw	-33.916070	151.225630
nid	nida theatres playhouse	nida theatres nida (national institute of dramatic art) 215 anzac parade kensington nsw	-33.910010	151.222980
nst	nida theatres space	nida theatres nida (national institute of dramatic art) 215 anzac parade kensington nsw	-33.910010	151.222980
nro	nipper roe oval (brac)	cable beach rd east  broome wa	-17.950561	122.217705
